operation,person,type,FO,region,amount,month
Выдача,ФЛ,Резидент,ЦФО,Костромская область,552991,Январь
Внесение,ЮЛ,Резидент,ЦФО,Костромская область,70975,Январь
Выдача,ЮЛ,Резидент,ЦФО,Костромская область,43650,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Курская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Курская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Курская область,80475,Январь
Выдача,ФЛ,Резидент,ЦФО,Курская область,415853,Январь
Внесение,ЮЛ,Резидент,ЦФО,Курская область,7394,Январь
Выдача,ЮЛ,Резидент,ЦФО,Курская область,428068,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Липецкая область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Липецкая область,772408,Январь
Внесение,ФЛ,Резидент,ЦФО,Липецкая область,90738,Январь
Выдача,ФЛ,Резидент,ЦФО,Липецкая область,801562,Январь
Внесение,ЮЛ,Резидент,ЦФО,Липецкая область,16496,Январь
Выдача,ЮЛ,Резидент,ЦФО,Липецкая область,67965,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Москва,4106919,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Москва,2896050,Январь
Внесение,ФЛ,Резидент,ЦФО,Москва,432135,Январь
Выдача,ФЛ,Резидент,ЦФО,Москва,7145213,Январь
Внесение,ЮЛ,Резидент,ЦФО,Москва,389217,Январь
Выдача,ЮЛ,Резидент,ЦФО,Москва,4576458,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Московская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Московская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Московская область,74397,Январь
Выдача,ФЛ,Резидент,ЦФО,Московская область,625483,Январь
Внесение,ЮЛ,Резидент,ЦФО,Московская область,1749,Январь
Выдача,ЮЛ,Резидент,ЦФО,Московская область,273874,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Орловская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Орловская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Орловская область,37428,Январь
Выдача,ФЛ,Резидент,ЦФО,Орловская область,345952,Январь
Внесение,ЮЛ,Резидент,ЦФО,Орловская область,78319,Январь
Выдача,ЮЛ,Резидент,ЦФО,Орловская область,188758,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Рязанская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Рязанская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Рязанская область,39763,Январь
Выдача,ФЛ,Резидент,ЦФО,Рязанская область,427787,Январь
Внесение,ЮЛ,Резидент,ЦФО,Рязанская область,53181,Январь
Выдача,ЮЛ,Резидент,ЦФО,Рязанская область,241282,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Смоленская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Смоленская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Смоленская область,4507,Январь
Выдача,ФЛ,Резидент,ЦФО,Смоленская область,8803,Январь
Внесение,ЮЛ,Резидент,ЦФО,Смоленская область,25719,Январь
Выдача,ЮЛ,Резидент,ЦФО,Смоленская область,366590,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Тамбовская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Тамбовская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Тамбовская область,36238,Январь
Выдача,ФЛ,Резидент,ЦФО,Тамбовская область,432522,Январь
Внесение,ЮЛ,Резидент,ЦФО,Тамбовская область,204245,Январь
Выдача,ЮЛ,Резидент,ЦФО,Тамбовская область,45365,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Тверская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Тверская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Тверская область,54813,Январь
Выдача,ФЛ,Резидент,ЦФО,Тверская область,613808,Январь
Внесение,ЮЛ,Резидент,ЦФО,Тверская область,1188202,Январь
Выдача,ЮЛ,Резидент,ЦФО,Тверская область,217178,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Тульская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Тульская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Тульская область,7252,Январь
Выдача,ФЛ,Резидент,ЦФО,Тульская область,269173,Январь
Внесение,ЮЛ,Резидент,ЦФО,Тульская область,578649,Январь
Выдача,ЮЛ,Резидент,ЦФО,Тульская область,518,Январь
Внесение,ФЛ,Нерезидент,ЦФО,Ярославская область,,Январь
Выдача,ФЛ,Нерезидент,ЦФО,Ярославская область,,Январь
Внесение,ФЛ,Резидент,ЦФО,Ярославская область,30798,Январь
